code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl;;
80504;Malpart;80;568;306;3178;2013;9;;
80505;Carnoy-Mametz;80;496;307;2545;1798;9;;
80507;Marcelcave;80;544;305;3422;2096;9;;
80508;Marché-Allouarde;80;498;305;4332;2405;9;;
80509;Marchélepot-Misery;80;519;304;3608;2159;9;;
80511;Marestmontiers;80;561;301;3008;1956;9;;
80512;Mareuil-Caubert;80;443;298;2642;1831;9;;
80513;Maricourt;80;509;307;3111;1991;9;;
80514;Marieux;80;471;304;2918;1925;9;;
80515;Marlers;80;472;313;4177;2352;9;;
80516;Marquaix;80;552;303;3608;2159;9;;
80517;Marquivillers;80;537;305;3201;2021;9;;
80518;Martainneville;80;415;305;3045;1968;9;;
80519;Matigny;80;501;304;3880;2252;9;;
80520;Maucourt;80;545;305;3899;2258;9;;
80521;Maurepas;80;512;308;3595;2155;9;;
80522;Le Mazis;80;445;305;3662;2178;9;;
80523;Méaulte;80;496;301;2119;1654;9;;
80524;Méharicourt;80;555;304;4020;2299;9;;
80525;Meigneux;80;472;316;4245;2376;9;;
80526;Le Meillard;80;487;306;3472;2113;9;;
80527;Méneslies;80;378;307;2250;1698;9;;
80528;Méréaucourt;80;487;310;4725;2539;9;;
80529;Mérélessart;80;425;307;3151;2004;9;;
80530;Méricourt-l'Abbé;80;489;300;2652;1834;9;;
80531;Méricourt-en-Vimeu;80;454;307;3528;2132;9;;
80533;Mers-les-Bains;80;352;298;1853;1563;9;;
80535;Le Mesge;80;446;306;3180;2014;9;;
80536;Mesnil-Bruntel;80;553;301;3348;2071;9;;
80537;Mesnil-Domqueur;80;462;308;3605;2158;9;;
80538;Mesnil-en-Arrouaise;80;525;308;3574;2148;9;;
80540;Mesnil-Martinsart;80;498;310;2934;1930;9;;
80541;Mesnil-Saint-Georges;80;555;305;3246;2036;9;;
80542;Mesnil-Saint-Nicaise;80;509;304;3485;2118;9;;
80543;Métigny;80;434;299;3210;2024;9;;
80544;Mézerolles;80;519;301;3280;2048;9;;
80545;Mézières-en-Santerre;80;579;305;3023;1961;9;;
80546;Miannay;80;421;299;2620;1824;9;;
80547;Millencourt;80;470;305;2649;1833;9;;
80548;Millencourt-en-Ponthieu;80;440;303;2771;1875;9;;
80549;Miraumont;80;501;305;3343;2069;9;;
80550;Mirvaux;80;446;305;2792;1882;9;;
80552;Moislains;80;530;303;3638;2170;9;;
80553;Molliens-au-Bois;80;441;306;2723;1859;9;;
80554;Molliens-Dreuil;80;470;301;4065;2315;9;;
80555;Monchy-Lagache;80;550;303;3756;2210;9;;
80556;Mons-Boubert;80;428;301;2399;1749;9;;
80557;Estrées-Mons;80;525;305;3754;2209;9;;
80558;Monsures;80;503;303;4123;2334;9;;
80559;Montagne-Fayel;80;444;308;3461;2109;9;;
80560;Montauban-de-Picardie;80;504;310;3096;1985;9;;
80561;Montdidier;80;571;305;2549;1800;9;;
80562;Montigny-sur-l'Hallue;80;448;301;2826;1894;9;;
80563;Montigny-les-Jongleurs;80;494;307;3757;2210;9;;
80565;Montonvillers;80;436;307;2591;1814;9;;
80566;Fieffes-Montrelet;80;461;310;3093;1984;9;;
80568;Morchain;80;510;304;3615;2162;9;;
80569;Morcourt;80;536;300;2709;1854;9;;
80570;Moreuil;80;623;301;2121;1654;9;;
80571;Morisel;80;609;302;2413;1754;9;;
80572;Morlancourt;80;498;302;2598;1816;9;;
80573;Morvillers-Saint-Saturnin;80;462;317;4080;2320;9;;
80574;Mouflers;80;447;300;2981;1946;9;;
80575;Mouflières;80;436;310;3380;2082;9;;
80576;Moyencourt;80;491;302;3736;2203;9;;
80577;Moyencourt-lès-Poix;80;487;310;3658;2176;9;;
80578;Moyenneville;80;417;304;2775;1876;9;;
80579;Muille-Villette;80;489;303;3997;2291;9;;
80580;Nampont;80;443;300;2197;1680;9;;
80582;Namps-Maisnil;80;496;304;3137;1999;9;;
80583;Nampty;80;536;302;3148;2003;9;;
80584;Naours;80;454;303;2598;1816;9;;
80585;Nesle;80;510;303;3099;1986;9;;
80586;Nesle-l'Hôpital;80;461;310;3225;2029;9;;
80587;Neslette;80;453;302;3060;1973;9;;
80588;Neufmoulin;80;430;299;2720;1858;9;;
80589;Neuilly-le-Dien;80;500;305;3581;2150;9;;
80590;Neuilly-l'Hôpital;80;444;299;2815;1890;9;;
80591;Neuville-au-Bois;80;422;306;3182;2015;9;;
80592;Neuville-Coppegueule;80;479;316;3648;2173;9;;
80593;La Neuville-lès-Bray;80;536;300;3056;1972;9;;
80595;La Neuville-Sire-Bernard;80;580;301;2790;1881;9;;
80596;Neuvillette;80;482;309;3873;2249;9;;
80597;Nibas;80;407;301;2511;1787;9;;
80598;Nouvion;80;435;298;2695;1849;9;;
80599;Noyelles-en-Chaussée;80;472;305;2984;1947;9;;
80600;Noyelles-sur-Mer;80;471;298;2288;1711;9;;
80601;Nurlu;80;538;311;3748;2207;9;;
80602;Occoches;80;504;301;3133;1998;9;;
80603;Ochancourt;80;411;302;2482;1777;9;;
80604;Offignies;80;462;315;3948;2275;9;;
80605;Offoy;80;496;302;3725;2199;9;;
80606;Oisemont;80;425;307;3269;2044;9;;
80607;Oissy;80;446;302;3490;2119;9;;
80609;Oneux;80;454;307;3066;1975;9;;
80611;Oresmaux;80;527;309;3163;2008;9;;
80613;Oust-Marest;80;368;298;2376;1741;9;;
80614;Outrebois;80;509;301;3031;1963;9;;
80615;Ovillers-la-Boisselle;80;486;308;2828;1894;9;;
80616;Pargny;80;538;303;3769;2214;9;;
80617;Parvillers-le-Quesnoy;80;546;305;3829;2234;9;;
80618;Pendé;80;447;298;2165;1669;9;;
80619;Pernois;80;494;300;2752;1868;9;;
80620;Péronne;80;550;302;2274;1706;9;;
80621;Hypercourt;80;519;304;3671;2181;9;;
80622;Picquigny;80;466;299;3218;2027;9;;
80623;Piennes-Onvillers;80;535;305;3561;2143;9;;
80624;Pierregot;80;446;308;2740;1865;9;;
80625;Trois-Rivières;80;569;301;2615;1822;9;;
80626;Pissy;80;475;307;3544;2137;9;;
80627;Plachy-Buyon;80;536;300;2979;1946;9;;
80628;Le Plessier-Rozainvillers;80;579;306;2989;1949;9;;
80629;Pœuilly;80;529;306;4284;2389;9;;
80630;Poix-de-Picardie;80;490;307;4154;2345;9;;
80631;Ponches-Estruval;80;487;299;3059;1973;9;;
80632;Pont-de-Metz;80;480;300;2210;1684;9;;
80633;Ponthoile;80;471;298;2233;1692;9;;
80634;Pont-Noyelles;80;459;301;2501;1783;9;;
80635;Pont-Remy;80;447;298;2222;1688;9;;
80637;Port-le-Grand;80;462;298;2462;1770;9;;
80638;Potte;80;511;304;3612;2161;9;;
80639;Poulainville;80;447;309;2515;1788;9;;
80640;Pozières;80;480;310;3120;1993;9;;
80642;Prouville;80;482;310;3624;2165;9;;
80643;Prouzel;80;538;301;3045;1968;9;;
80644;Proyart;80;536;303;2038;1626;9;;
80645;Puchevillers;80;466;309;2800;1885;9;;
80646;Punchy;80;531;304;3849;2241;9;;
80647;Puzeaux;80;527;304;3826;2233;9;;
80648;Pys;80;482;307;3567;2145;9;;
80649;Quend;80;438;298;1721;1518;9;;
80650;Querrieu;80;451;302;2509;1786;9;;
80651;Le Quesne;80;447;315;3737;2203;9;;
80652;Le Quesnel;80;560;304;3382;2083;9;;
80654;Quesnoy-le-Montant;80;423;302;2504;1784;9;;
80655;Quesnoy-sur-Airaines;80;442;299;3134;1998;9;;
80656;Quevauvillers;80;482;309;3164;2009;9;;
80657;Quiry-le-Sec;80;551;311;3660;2177;9;;
80658;Quivières;80;508;304;4043;2307;9;;
80659;Raincheval;80;469;306;2818;1891;9;;
80661;Rainneville;80;441;305;2648;1833;9;;
80662;Ramburelles;80;417;307;3008;1956;9;;
80663;Rambures;80;426;311;2887;1915;9;;
80664;Rancourt;80;515;310;3705;2192;9;;
80665;Regnière-Écluse;80;432;298;2212;1685;9;;
80666;Remaisnil;80;489;307;3326;2063;9;;
80667;Remaugies;80;524;306;3623;2164;9;;
80668;Remiencourt;80;559;301;3257;2040;9;;
80669;Rethonvillers;80;510;305;4349;2411;9;;
80670;Revelles;80;486;307;3737;2203;9;;
80671;Ribeaucourt;80;467;308;3472;2113;9;;
80672;Ribemont-sur-Ancre;80;501;301;2719;1857;9;;
80673;Riencourt;80;444;301;3337;2067;9;;
80674;Rivery;80;500;300;1948;1595;9;;
80675;Rogy;80;517;309;3817;2230;9;;
80676;Roiglise;80;503;304;4413;2433;9;;
80677;Roisel;80;551;304;3380;2082;9;;
80678;Rollot;80;527;306;4099;2326;9;;
80679;Ronssoy;80;572;310;4472;2453;9;;
80680;Rosières-en-Santerre;80;577;305;3507;2125;9;;
80681;Rouvrel;80;580;307;3150;2004;9;;
80682;Rouvroy-en-Santerre;80;553;305;3721;2198;9;;
80683;Rouy-le-Grand;80;503;302;3549;2139;9;;
80684;Rouy-le-Petit;80;500;302;3531;2133;9;;
80685;Roye;80;522;304;4657;2515;9;;
80686;Rubempré;80;455;309;2817;1891;9;;
80687;Rubescourt;80;542;304;3491;2120;9;;
80688;Rue;80;447;298;2010;1617;9;;
80690;Rumigny;80;518;307;2861;1906;9;;
80691;Saigneville;80;463;298;2452;1766;9;;
80692;Sailly-Flibeaucourt;80;434;300;2487;1779;9;;
80693;Sailly-Laurette;80;534;300;2693;1848;9;;
80694;Sailly-le-Sec;80;529;300;2600;1817;9;;
80695;Sailly-Saillisel;80;520;310;3720;2197;9;;
80696;Sains-en-Amiénois;80;517;306;3032;1964;9;;
80697;Saint-Acheul;80;500;302;3632;2167;9;;
80698;Saint-Aubin-Montenoy;80;473;309;3815;2230;9;;
80699;Saint-Aubin-Rivière;80;446;311;3696;2189;9;;
80700;Saint-Blimont;80;405;301;2699;1851;9;;
80701;Saint-Christ-Briost;80;549;302;3705;2192;9;;
80702;Saint-Fuscien;80;508;306;2659;1837;9;;
80703;Saint-Germain-sur-Bresle;80;485;305;3500;2122;9;;
80704;Saint-Gratien;80;440;306;2687;1847;9;;
80705;Saint-Léger-lès-Authie;80;473;305;3039;1966;9;;
80706;Saint-Léger-lès-Domart;80;493;300;2823;1893;9;;
80707;Saint-Léger-sur-Bresle;80;440;304;3397;2088;9;;
80708;Saint-Mard;80;523;303;4324;2402;9;;
80709;Saint-Maulvis;80;439;309;4060;2313;9;;
80710;Saint-Maxent;80;417;305;3124;1995;9;;
80711;Saint-Ouen;80;490;302;2843;1899;9;;
80713;Saint-Quentin-en-Tourmont;80;443;298;1821;1553;9;;
80714;Saint-Quentin-la-Motte-Croix-au-Bailly;80;370;306;2249;1698;9;;
80716;Saint-Riquier;80;442;302;2930;1929;9;;
80717;Saint-Sauflieu;80;518;307;2769;1874;9;;
80718;Saint-Sauveur;80;465;299;2643;1832;9;;
80719;Sainte-Segrée;80;474;314;4394;2426;9;;
80721;Saint-Valery-sur-Somme;80;486;299;1972;1604;9;;
80722;Saint-Vaast-en-Chaussée;80;453;302;2261;1702;9;;
80723;Saisseval;80;456;303;3274;2046;9;;
80724;Saleux;80;519;300;2244;1696;9;;
80725;Salouël;80;490;300;2112;1651;9;;
80726;Sancourt;80;495;303;3956;2277;9;;
80728;Saulchoy-sous-Poix;80;476;308;4437;2441;9;;
80729;Sauvillers-Mongival;80;579;306;3035;1965;9;;
80730;Saveuse;80;455;303;2586;1812;9;;
80732;Senarpont;80;462;303;3385;2083;9;;
80733;Senlis-le-Sec;80;467;304;2838;1898;9;;
80734;Sentelie;80;489;314;4916;2603;9;;
80735;Seux;80;467;307;3436;2101;9;;
80736;Sorel-en-Vimeu;80;425;306;2853;1903;9;;
80737;Sorel;80;568;309;3933;2270;9;;
80738;Soues;80;448;299;3111;1990;9;;
80740;Sourdon;80;564;309;3148;2003;9;;
80741;Soyécourt;80;531;304;3451;2106;9;;
80742;Surcamps;80;452;305;3003;1954;9;;
80743;Suzanne;80;542;301;3157;2006;9;;
80744;Tailly;80;438;301;3271;2045;9;;
80746;Talmas;80;454;309;2723;1859;9;;
80747;Templeux-la-Fosse;80;539;305;3633;2168;9;;
80748;Templeux-le-Guérard;80;560;305;4238;2373;9;;
80749;Terramesnil;80;469;309;2805;1886;9;;
80750;Tertry;80;522;303;3944;2274;9;;
80751;Thennes;80;568;301;2798;1884;9;;
80752;Thézy-Glimont;80;575;300;2911;1922;9;;
80753;Thiepval;80;503;310;3031;1963;9;;
80754;Thieulloy-l'Abbaye;80;470;314;4667;2519;9;;
80755;Thieulloy-la-Ville;80;477;307;4553;2480;9;;
80756;Thièvres;80;471;303;3089;1983;9;;
80757;Thoix;80;497;305;4585;2491;9;;
80758;Thory;80;574;306;3231;2031;9;;
80759;Tilloloy;80;514;306;3915;2263;9;;
80760;Tilloy-Floriville;80;412;308;2819;1891;9;;
80762;Tincourt-Boucly;80;547;303;3615;2162;9;;
80763;Le Titre;80;435;301;2544;1798;9;;
80764;Tœufles;80;415;301;2767;1873;9;;
80765;Tours-en-Vimeu;80;414;306;2801;1885;9;;
80766;Toutencourt;80;461;303;2948;1935;9;;
80767;Le Translay;80;417;308;2949;1935;9;;
80769;Treux;80;490;301;2624;1825;9;;
80770;Tully;80;386;306;2293;1713;9;;
80771;Ugny-l'Équipée;80;502;304;4133;2337;9;;
80773;Vadencourt;80;452;302;3059;1973;9;;
80774;Vaire-sous-Corbie;80;523;305;2412;1753;9;;
80775;Valines;80;411;306;2522;1791;9;;
80776;Varennes;80;461;307;2973;1944;9;;
80777;Vauchelles-lès-Authie;80;469;308;2961;1940;9;;
80778;Vauchelles-lès-Domart;80;444;299;2961;1940;9;;
80779;Vauchelles-les-Quesnoy;80;424;300;2598;1816;9;;
80780;Vaudricourt;80;398;301;2497;1782;9;;
80781;Vauvillers;80;548;305;3009;1956;9;;
80782;Vaux-en-Amiénois;80;457;301;2493;1780;9;;
80783;Vaux-Marquenneville;80;421;304;3139;2000;9;;
80784;Vaux-sur-Somme;80;518;300;2466;1771;9;;
80785;Vecquemont;80;500;300;2541;1797;9;;
80786;Velennes;80;493;307;3673;2181;9;;
80787;Vercourt;80;419;298;1994;1611;9;;
80788;Vergies;80;434;311;3497;2122;9;;
80789;Vermandovillers;80;534;304;3446;2104;9;;
80790;Verpillières;80;502;305;4452;2446;9;;
80791;Vers-sur-Selle;80;527;300;2673;1842;9;;
80792;La Vicogne;80;455;308;2826;1894;9;;
80793;Vignacourt;80;481;308;1955;1598;9;;
80794;Villecourt;80;535;302;3748;2207;9;;
80795;Ville-le-Marclet;80;483;300;3279;2048;9;;
80796;Villeroy;80;430;310;3132;1998;9;;
80797;Villers-aux-Érables;80;574;305;2889;1915;9;;
80798;Villers-Bocage;80;442;309;2626;1826;9;;
80799;Villers-Bretonneux;80;533;306;3114;1991;9;;
80800;Villers-Campsart;80;454;311;3757;2210;9;;
80801;Villers-Carbonnel;80;517;304;3487;2118;9;;
80802;Villers-Faucon;80;562;306;3930;2269;9;;
80803;Villers-lès-Roye;80;533;305;3815;2230;9;;
80804;Villers-sous-Ailly;80;434;303;2761;1871;9;;
80805;Villers-Tournelle;80;550;307;3638;2170;9;;
80806;Villers-sur-Authie;80;439;298;1943;1594;9;;
80807;Ville-sur-Ancre;80;491;301;2574;1808;9;;
80808;Vironchaux;80;446;303;2647;1833;9;;
80809;Vismes;80;415;308;2873;1910;9;;
80810;Vitz-sur-Authie;80;533;299;3734;2202;9;;
80811;Voyennes;80;501;302;3486;2118;9;;
80812;Vraignes-en-Vermandois;80;528;305;3945;2274;9;;
80813;Vraignes-lès-Hornoy;80;464;313;3947;2274;9;;
80814;Vrély;80;563;305;3591;2153;9;;
80815;Vron;80;434;298;1908;1582;9;;
80819;Wargnies;80;454;304;2558;1803;9;;
80820;Warloy-Baillon;80;465;302;3311;2058;9;;
80821;Warlus;80;442;301;3358;2074;9;;
80822;Warsy;80;549;303;3417;2094;9;;
80823;Warvillers;80;556;305;3592;2154;9;;
80824;Wiencourt-l'Équipée;80;546;305;3151;2004;9;;
80825;Wiry-au-Mont;80;428;306;3239;2034;9;;
80826;Woignarue;80;419;302;2273;1706;9;;
80827;Woincourt;80;391;306;2190;1678;9;;
80828;Woirel;80;426;305;3268;2044;9;;
80829;Y;80;502;303;3851;2242;9;;
80830;Yaucourt-Bussus;80;437;304;2827;1894;9;;
80832;Yvrench;80;472;307;3221;2028;9;;
80833;Yvrencheux;80;461;307;3161;2008;9;;
80834;Yzengremer;80;384;307;2230;1691;9;;
80835;Yzeux;80;481;299;3018;1959;9;;
80836;Yonval;80;441;301;2614;1822;9;;
81001;Aguts;81;726;324;4970;2622;9;;
81002;Aiguefonde;81;918;334;7336;3425;9;;
81003;Alban;81;769;382;3384;2083;9;;
81004;Albi;81;767;313;3712;2194;9;;
81005;Albine;81;857;332;6788;3239;9;;
81006;Algans;81;724;316;5070;2656;9;;
81007;Alos;81;734;324;4562;2483;9;;
81008;Almayrac;81;828;336;3798;2224;9;;
81009;Amarens;81;728;325;4384;2423;9;;
81010;Ambialet;81;747;317;3374;2080;9;;
81011;Ambres;81;761;310;5176;2692;9;;
81012;Andillac;81;733;320;4392;2426;9;;
81013;Andouque;81;796;351;3421;2096;9;;
81014;Anglès;81;850;415;6629;3185;9;;
81015;Appelle;81;692;321;5133;2677;9;;
81016;Arfons;81;915;393;7472;3471;9;;
81017;Arifat;81;748;372;4063;2314;9;;
81018;Arthès;81;741;314;3517;2128;9;;
81019;Assac;81;715;352;3649;2173;9;;
81020;Aussac;81;717;316;4378;2421;9;;
81021;Aussillon;81;943;322;7269;3403;9;;
81022;Bannières;81;760;322;4976;2624;9;;
81023;Barre;81;781;458;4792;2561;9;;
81024;Beauvais-sur-Tescou;81;815;310;6138;3019;9;;
81025;Belcastel;81;771;321;4985;2627;9;;
81026;Bellegarde-Marsal;81;806;342;3401;2089;9;;
81027;Belleserre;81;732;320;5786;2899;9;;
81028;Berlats;81;748;379;4793;2562;9;;
81029;Bernac;81;714;316;4059;2312;9;;
81030;Bertre;81;699;322;5128;2675;9;;
81031;Le Bez;81;851;388;6252;3057;9;;
81032;Blan;81;745;316;5417;2774;9;;
81033;Blaye-les-Mines;81;740;322;3611;2160;9;;
81034;Boissezon;81;883;326;6336;3086;9;;
81035;Bournazel;81;834;332;4390;2425;9;;
81036;Bout-du-Pont-de-Larn;81;903;322;7406;3449;9;;
81037;Brassac;81;858;359;5538;2815;9;;
81038;Brens;81;827;309;4619;2503;9;;
81039;Briatexte;81;727;310;5210;2703;9;;
81040;Brousse;81;715;325;5148;2682;9;;
81041;Broze;81;775;319;4481;2456;9;;
81042;Burlats;81;834;316;5474;2793;9;;
81043;Busque;81;721;312;4242;2375;9;;
81044;Cabanès;81;704;319;5375;2759;9;;
81045;Les Cabannes;81;731;313;4514;2467;9;;
81046;Cadalen;81;780;311;4335;2406;9;;
81047;Cadix;81;775;319;3691;2187;9;;
81048;Cagnac-les-Mines;81;730;330;3710;2194;9;;
81049;Cahuzac;81;723;324;6029;2982;9;;
81050;Cambon-lès-Lavaur;81;735;320;5091;2663;9;;
81051;Cahuzac-sur-Vère;81;755;317;4348;2411;9;;
81052;Cambon;81;800;321;3553;2140;9;;
81053;Cambounès;81;862;344;6579;3168;9;;
81054;Cambounet-sur-le-Sor;81;733;313;5391;2765;9;;
81055;Les Cammazes;81;819;382;6905;3279;9;;
81056;Campagnac;81;735;326;4924;2606;9;;
81058;Carbes;81;691;316;4985;2627;9;;
81059;Carlus;81;734;321;4235;2372;9;;
81060;Carmaux;81;767;321;3576;2148;9;;
81061;Castanet;81;717;326;4004;2294;9;;
81062;Fontrieu;81;841;331;5359;2754;9;;
81063;Castelnau-de-Lévis;81;735;313;4000;2292;9;;
81064;Castelnau-de-Montmiral;81;863;327;4909;2601;9;;
81065;Castres;81;786;316;4989;2628;9;;
81066;Caucalières;81;805;335;6377;3100;9;;
81067;Cestayrols;81;733;322;4157;2346;9;;
81068;Combefa;81;723;332;3976;2284;9;;
81069;Cordes-sur-Ciel;81;734;317;4434;2440;9;;
81070;Coufouleux;81;892;307;5958;2957;9;;
81071;Courris;81;726;346;3413;2093;9;;
81072;Crespin;81;793;352;3430;2099;9;;
81073;Crespinet;81;806;340;3297;2054;9;;
81074;Cunac;81;710;321;3462;2110;9;;
81075;Cuq;81;711;314;5075;2658;9;;
81076;Cuq-Toulza;81;729;317;4938;2611;9;;
81077;Curvalle;81;744;319;3563;2144;9;;
81078;Damiatte;81;710;310;5582;2830;9;;
81079;Dénat;81;727;320;3954;2277;9;;
81080;Donnazac;81;731;328;4279;2387;9;;
81081;Dourgne;81;807;324;6078;2998;9;;
81082;Le Dourn;81;678;360;3550;2140;9;;
81083;Durfort;81;819;382;6501;3142;9;;
81084;Escoussens;81;915;326;6513;3146;9;;
81085;Escroux;81;716;376;4647;2512;9;;
81086;Espérausses;81;747;372;4937;2611;9;;
81087;Fayssac;81;735;318;4143;2341;9;;
81088;Fauch;81;709;333;3902;2259;9;;
81089;Faussergues;81;675;365;3432;2100;9;;
81090;Fénols;81;708;317;4082;2320;9;;
81092;Fiac;81;722;321;5300;2734;9;;
81093;Florentin;81;749;317;4365;2416;9;;
81094;Fraissines;81;695;340;3687;2186;9;;
81095;Frausseilles;81;728;327;4297;2393;9;;
81096;Le Fraysse;81;747;317;3312;2059;9;;
81097;Fréjairolles;81;797;327;3981;2286;9;;
81098;Fréjeville;81;731;313;5126;2675;9;;
81099;Gaillac;81;868;310;4651;2514;9;;
81100;Garrevaques;81;772;315;5405;2770;9;;
81101;Le Garric;81;731;328;3673;2181;9;;
81102;Garrigues;81;814;321;4884;2592;9;;
81103;Gijounet;81;735;373;4789;2560;9;;
81104;Giroussens;81;828;314;5213;2704;9;;
81105;Graulhet;81;719;311;4384;2423;9;;
81106;Grazac;81;839;312;5733;2881;9;;
81108;Itzac;81;842;325;4783;2558;9;;
81109;Jonquières;81;702;328;4953;2616;9;;
81110;Jouqueviel;81;752;356;4011;2296;9;;
81111;Labarthe-Bleys;81;832;312;4653;2514;9;;
81112;Labastide-de-Lévis;81;774;315;4249;2377;9;;
81114;Labastide-Gabausse;81;728;324;3867;2247;9;;
81115;Labastide-Rouairoux;81;834;348;5536;2814;9;;
81116;Labastide-Saint-Georges;81;722;310;5172;2690;9;;
81117;Labessière-Candeil;81;699;317;4076;2318;9;;
81118;Laboulbène;81;699;325;4441;2442;9;;
81119;Laboutarie;81;734;314;4164;2348;9;;
81120;Labruguière;81;919;315;5690;2866;9;;
81121;Lacabarède;81;832;334;6682;3203;9;;
81122;Lacapelle-Pinet;81;762;376;3474;2114;9;;
81123;Lacapelle-Ségalar;81;837;332;4492;2459;9;;
81124;Lacaune;81;811;424;5039;2645;9;;
81125;Lacaze;81;721;355;4706;2532;9;;
81126;Lacougotte-Cadoul;81;729;327;5300;2734;9;;
81127;Lacroisille;81;706;331;5157;2685;9;;
81128;Lacrouzette;81;806;360;5239;2713;9;;
81129;Lagardiolle;81;729;320;5704;2871;9;;
81130;Lagarrigue;81;756;316;5370;2758;9;;
81131;Lagrave;81;780;311;4579;2489;9;;
81132;Guitalens-L'Albarède;81;703;311;5369;2757;9;;
81133;Lamillarié;81;717;320;3930;2269;9;;
81134;Lamontélarié;81;841;426;5338;2747;9;;
81135;Laparrouquial;81;848;352;5033;2643;9;;
81136;Larroque;81;858;309;5719;2876;9;;
81137;Lasfaillades;81;854;417;6915;3282;9;;
81138;Lasgraisses;81;704;321;4171;2350;9;;
81139;Lautrec;81;725;328;4069;2316;9;;
81140;Lavaur;81;797;310;5067;2655;9;;
81141;Lédas-et-Penthiès;81;762;356;3310;2058;9;;
81142;Lempaut;81;745;316;5596;2834;9;;
81143;Lescout;81;735;314;5572;2826;9;;
81144;Lescure-d'Albigeois;81;783;312;3541;2137;9;;
81145;Lisle-sur-Tarn;81;809;308;5378;2760;9;;
81146;Livers-Cazelles;81;720;329;4248;2377;9;;
81147;Lombers;81;751;315;4103;2327;9;;
81148;Loubers;81;730;325;4418;2434;9;;
81149;Loupiac;81;817;309;5549;2818;9;;
81150;Lugan;81;846;316;5147;2682;9;;
81151;Magrin;81;705;329;5386;2763;9;;
81152;Mailhoc;81;720;325;3959;2278;9;;
81154;Marnaves;81;835;311;4955;2617;9;;
81156;Marssac-sur-Tarn;81;743;310;4136;2339;9;;
81157;Marzens;81;714;318;5274;2725;9;;
81158;Le Masnau-Massuguiès;81;730;415;4611;2500;9;;
81159;Massac-Séran;81;726;317;5327;2743;9;;
81160;Massaguel;81;829;326;6169;3029;9;;
81161;Massals;81;810;401;4298;2393;9;;
81162;Maurens-Scopont;81;743;318;5171;2690;9;;
81163;Mazamet;81;967;322;7498;3480;9;;
81164;Mézens;81;876;308;5833;2915;9;;
81165;Milhars;81;721;310;4603;2497;9;;
81166;Milhavet;81;721;327;4214;2365;9;;
81167;Miolles;81;717;354;3674;2182;9;;
81168;Mirandol-Bourgnounac;81;751;343;3733;2202;9;;
81169;Missècle;81;704;333;5606;2838;9;;
81170;Monestiés;81;840;317;4031;2303;9;;
81171;Montans;81;801;311;4558;2482;9;;
81172;Montauriol;81;771;362;3343;2069;9;;
81173;Montcabrier;81;789;318;4855;2583;9;;
81174;Montdragon;81;737;315;4277;2386;9;;
81175;Montdurausse;81;787;318;6023;2980;9;;
81176;Montels;81;755;324;4366;2417;9;;
81177;Montfa;81;693;333;4039;2306;9;;
81178;Montgaillard;81;812;313;5916;2943;9;;
81179;Montgey;81;763;329;5017;2638;9;;
81180;Montirat;81;844;338;4116;2332;9;;
81181;Montpinier;81;699;323;4444;2443;9;;
81182;Montredon-Labessonnié;81;824;331;4208;2363;9;;
81183;Mont-Roc;81;743;372;4100;2326;9;;
81184;Montrosier;81;717;309;4289;2391;9;;
81185;Montvalen;81;825;315;5845;2919;9;;
81186;Moularès;81;779;351;3362;2076;9;;
81187;Moulayrès;81;682;324;5302;2735;9;;
81188;Moulin-Mage;81;783;434;5000;2632;9;;
81189;Mouzens;81;732;327;5047;2648;9;;
81190;Mouzieys-Teulet;81;733;336;3797;2223;9;;
81191;Mouzieys-Panens;81;834;324;4683;2524;9;;
81192;Murat-sur-Vèbre;81;789;436;4906;2600;9;;
81193;Nages;81;821;427;4975;2623;9;;
81195;Navès;81;752;319;5359;2754;9;;
81196;Noailhac;81;816;320;6088;3001;9;;
81197;Noailles;81;725;323;4179;2353;9;;
81198;Orban;81;707;321;4029;2302;9;;
81199;Padiès;81;773;356;3348;2071;9;;
81200;Palleville;81;761;316;5557;2821;9;;
81201;Pampelonne;81;730;348;3300;2055;9;;
81202;Parisot;81;796;315;5488;2798;9;;
81203;Paulinet;81;752;331;4179;2353;9;;
81204;Payrin-Augmontel;81;858;317;6762;3230;9;;
81205;Péchaudier;81;744;324;5023;2640;9;;
81206;Penne;81;838;312;5006;2634;9;;
81207;Peyregoux;81;695;320;3992;2290;9;;
81208;Peyrole;81;783;317;5108;2669;9;;
81209;Pont-de-Larn;81;922;321;7396;3446;9;;
81210;Poudis;81;753;316;5349;2750;9;;
81211;Poulan-Pouzols;81;715;325;4180;2354;9;;
81212;Prades;81;678;320;5173;2691;9;;
81213;Pratviel;81;711;320;5283;2728;9;;
81214;Puéchoursi;81;734;325;4981;2626;9;;
81215;Puybegon;81;737;325;5012;2636;9;;
81216;Puycalvel;81;689;319;5168;2689;9;;
81217;Puycelsi;81;862;328;5693;2867;9;;
81218;Puygouzon;81;722;318;3849;2241;9;;
81219;Puylaurens;81;712;336;5242;2714;9;;
81220;Rabastens;81;850;308;5935;2950;9;;
81221;Rayssac;81;736;379;4332;2405;9;;
81222;Réalmont;81;755;318;3877;2251;9;;
81223;Le Rialet;81;869;401;6926;3286;9;;
